   GoodVibes v3.0.1 2023/07/27 10:08:16
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_endo_dist_gs 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_endo_1098_reactant_2,0.031712,0.042036,0.078184,0.029899,0.029900,0.048285,0.048284,
o  ts_endo_1099_reactant_1,0.052541,0.060935,0.119367,0.035841,0.035840,0.083526,0.083527,
o  ts_endo_1099_reactant_2,0.032897,0.042000,0.079336,0.029905,0.029906,0.049431,0.049430,
o  ts_endo_1100_reactant_1,-0.038831,0.063186,0.029744,0.033241,0.033246,-0.003497,-0.003502,
o  ts_endo_1100_reactant_2,0.030264,0.042081,0.076778,0.029891,0.029892,0.046887,0.046886,
o  ts_endo_1101_reactant_1,0.024780,0.098300,0.129544,0.036454,0.035545,0.093090,0.093999,
o  ts_endo_1101_reactant_2,0.083362,0.135930,0.226516,0.037401,0.037407,0.189115,0.189109,
o  ts_endo_1102_reactant_1,-0.024433,0.103557,0.086480,0.038281,0.037834,0.048199,0.048646,
o  ts_endo_1102_reactant_2,0.079998,0.136012,0.223238,0.037417,0.037422,0.185821,0.185816,
o  ts_endo_1103_reactant_1,0.094385,0.070639,0.171183,0.035330,0.035316,0.135853,0.135867,
o  ts_endo_1103_reactant_2,0.083292,0.135939,0.226443,0.037377,0.037383,0.189066,0.189060,
o  ts_endo_1104_reactant_1,0.033421,0.061529,0.100627,0.034469,0.034473,0.066157,0.066154,
o  ts_endo_1104_reactant_2,0.082361,0.135956,0.225538,0.037398,0.037404,0.188141,0.188135,
o  ts_endo_1105_reactant_1,0.053431,0.060905,0.120232,0.035850,0.035849,0.084382,0.084383,
o  ts_endo_1105_reactant_2,0.083569,0.135929,0.226715,0.037385,0.037391,0.189330,0.189324,
o  ts_endo_1106_reactant_1,-0.038569,0.063173,0.029992,0.033238,0.033242,-0.003246,-0.003250,
o  ts_endo_1106_reactant_2,0.080965,0.135987,0.224178,0.037411,0.037416,0.186767,0.186762,
o  ts_endo_1107_reactant_1,0.088699,0.111175,0.206293,0.035433,0.035199,0.170860,0.171094,
o  ts_endo_1107_reactant_2,0.036749,0.079037,0.120831,0.030178,0.030175,0.090652,0.090655,
o  ts_endo_1108_reactant_1,0.042689,0.116260,0.166322,0.038053,0.037800,0.128269,0.128522,
o  ts_endo_1108_reactant_2,0.033726,0.079113,0.117881,0.030182,0.030177,0.087700,0.087704,
o  ts_endo_1109_reactant_1,0.152978,0.083218,0.242459,0.035468,0.035457,0.206991,0.207001,
o  ts_endo_1109_reactant_2,0.036892,0.079038,0.120967,0.030160,0.030158,0.090807,0.090809,
o  ts_endo_1110_reactant_1,0.089746,0.074261,0.169757,0.034560,0.034564,0.135197,0.135193,
o  ts_endo_1110_reactant_2,0.035800,0.079067,0.119907,0.030169,0.030166,0.089738,0.089741,
o  ts_endo_1111_reactant_1,0.108064,0.073622,0.187662,0.035935,0.035936,0.151727,0.151726,
