   GoodVibes v3.0.1 2023/07/31 16:45:18
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_exo_gs 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  gs_di_1169,0.050114,0.076534,0.133507,0.037606,0.037338,0.095901,0.096169,
o  gs_di_1170,0.050114,0.076534,0.133507,0.037606,0.037338,0.095901,0.096169,
o  gs_di_1171,0.050114,0.076534,0.133507,0.037606,0.037338,0.095901,0.096169,
o  gs_di_1172,0.050114,0.076534,0.133507,0.037606,0.037338,0.095901,0.096169,
o  gs_di_1173,-0.033313,0.079263,0.052309,0.034912,0.034706,0.017397,0.017603,
o  gs_di_1174,-0.033313,0.079263,0.052309,0.034912,0.034706,0.017397,0.017603,
o  gs_di_1175,-0.033313,0.079263,0.052309,0.034912,0.034706,0.017397,0.017603,
o  gs_di_1176,-0.033313,0.079263,0.052309,0.034912,0.034706,0.017397,0.017603,
o  gs_di_1177,-0.033313,0.079263,0.052309,0.034912,0.034706,0.017397,0.017603,
o  gs_di_1178,-0.033313,0.079263,0.052309,0.034912,0.034706,0.017397,0.017603,
o  gs_di_1179,0.058923,0.095419,0.159326,0.031570,0.031573,0.127755,0.127753,
o  gs_di_1180,0.058923,0.095419,0.159326,0.031570,0.031573,0.127755,0.127753,
o  gs_di_1181,0.058923,0.095419,0.159326,0.031570,0.031573,0.127755,0.127753,
o  gs_di_1182,0.058923,0.095419,0.159326,0.031570,0.031573,0.127755,0.127753,
o  gs_di_1183,0.058923,0.095419,0.159326,0.031570,0.031573,0.127755,0.127753,
o  gs_di_1184,0.058923,0.095419,0.159326,0.031570,0.031573,0.127755,0.127753,
o  gs_di_1185,0.044928,0.123083,0.174771,0.036625,0.035914,0.138146,0.138857,
o  gs_di_1186,0.044928,0.123083,0.174771,0.036625,0.035914,0.138146,0.138857,
o  gs_di_1187,0.044928,0.123083,0.174771,0.036625,0.035914,0.138146,0.138857,
o  gs_di_1188,0.044928,0.123083,0.174771,0.036625,0.035914,0.138146,0.138857,
o  gs_di_1189,0.044928,0.123083,0.174771,0.036625,0.035914,0.138146,0.138857,
o  gs_di_1190,0.044928,0.123083,0.174771,0.036625,0.035914,0.138146,0.138857,
o  gs_di_1191,-0.004683,0.128704,0.131578,0.038290,0.038074,0.093289,0.093505,
o  gs_di_1192,-0.004683,0.128704,0.131578,0.038290,0.038074,0.093289,0.093505,
o  gs_di_1193,-0.004683,0.128704,0.131578,0.038290,0.038074,0.093289,0.093505,
o  gs_di_1194,-0.004683,0.128704,0.131578,0.038290,0.038074,0.093289,0.093505,
o  gs_di_1195,-0.004683,0.128704,0.131578,0.038290,0.038074,0.093289,0.093505,
o  gs_di_1196,-0.004683,0.128704,0.131578,0.038290,0.038074,0.093289,0.093505,
o  gs_di_1197,0.105958,0.095361,0.207789,0.035829,0.035822,0.171960,0.171967,
o  gs_di_1198,0.105958,0.095361,0.207789,0.035829,0.035822,0.171960,0.171967,
o  gs_di_1199,0.105958,0.095361,0.207789,0.035829,0.035822,0.171960,0.171967,
o  gs_di_1200,0.105958,0.095361,0.207789,0.035829,0.035822,0.171960,0.171967,
o  gs_di_1201,0.105958,0.095361,0.207789,0.035829,0.035822,0.171960,0.171967,
o  gs_di_1202,0.105958,0.095361,0.207789,0.035829,0.035822,0.171960,0.171967,
o  gs_di_1203,0.045235,0.086406,0.137599,0.034927,0.034932,0.102672,0.102667,
o  gs_di_1204,0.045235,0.086406,0.137599,0.034927,0.034932,0.102672,0.102667,
o  gs_di_1205,0.045235,0.086406,0.137599,0.034927,0.034932,0.102672,0.102667,
o  gs_di_1206,0.045235,0.086406,0.137599,0.034927,0.034932,0.102672,0.102667,
o  gs_di_1207,0.045235,0.086406,0.137599,0.034927,0.034932,0.102672,0.102667,
o  gs_di_1208,0.045235,0.086406,0.137599,0.034927,0.034932,0.102672,0.102667,
o  gs_di_1209,0.063140,0.085713,0.155032,0.036282,0.036286,0.118749,0.118746,
o  gs_di_1210,0.063140,0.085713,0.155032,0.036282,0.036286,0.118749,0.118746,
o  gs_di_1211,0.063140,0.085713,0.155032,0.036282,0.036286,0.118749,0.118746,
o  gs_di_1212,0.063140,0.085713,0.155032,0.036282,0.036286,0.118749,0.118746,
o  gs_di_1213,0.063140,0.085713,0.155032,0.036282,0.036286,0.118749,0.118746,
o  gs_di_1214,0.063140,0.085713,0.155032,0.036282,0.036286,0.118749,0.118746,
o  gs_di_1215,-0.016344,0.088136,0.077433,0.033690,0.033695,0.043743,0.043738,
o  gs_di_1216,-0.016344,0.088136,0.077433,0.033690,0.033695,0.043743,0.043738,
o  gs_di_1217,-0.016344,0.088136,0.077433,0.033690,0.033695,0.043743,0.043738,
o  gs_di_1218,-0.016344,0.088136,0.077433,0.033690,0.033695,0.043743,0.043738,
o  gs_di_1219,-0.016344,0.088136,0.077433,0.033690,0.033695,0.043743,0.043738,
o  gs_di_1220,-0.016344,0.088136,0.077433,0.033690,0.033695,0.043743,0.043738,
o  gs_di_1221,0.004527,0.072014,0.081198,0.030997,0.030998,0.050201,0.050200,
o  gs_di_1222,0.004527,0.072014,0.081198,0.030997,0.030998,0.050201,0.050200,
