   GoodVibes v3.0.1 2023/07/27 10:06:11
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_non_ts 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_1764,0.241146,0.226409,0.480454,0.051963,0.050318,0.428491,0.430137,
o  ts_1765,0.191956,0.231273,0.437231,0.054974,0.052860,0.382258,0.384371,
o  ts_1766,0.306507,0.198242,0.517619,0.052411,0.050612,0.465208,0.467008,
o  ts_1767,0.241356,0.189231,0.442940,0.051424,0.049687,0.391516,0.393253,
o  ts_1768,0.261350,0.188533,0.462524,0.052821,0.050944,0.409704,0.411580,
o  ts_1769,0.181837,0.190884,0.384701,0.050226,0.048598,0.334475,0.336103,
o  ts_737,0.222484,0.109563,0.338543,0.036012,0.036020,0.302531,0.302523,
o  ts_738,0.211614,0.137882,0.357456,0.039307,0.039280,0.318149,0.318176,
o  ts_739,0.156020,0.143346,0.308343,0.041909,0.041808,0.266433,0.266534,
o  ts_740,0.205628,0.126554,0.340513,0.040788,0.040295,0.299726,0.300218,
o  ts_741,0.214552,0.100374,0.322466,0.039245,0.039174,0.283221,0.283292,
o  ts_742,0.264128,0.193505,0.468586,0.047532,0.046509,0.421055,0.422077,
o  ts_743,0.212919,0.137552,0.358584,0.039640,0.039554,0.318944,0.319030,
o  ts_744,0.222484,0.109563,0.338543,0.036012,0.036020,0.302531,0.302523,
